id,key,value,type
96676042,railway,rail,regular
96676042,service,spur,regular
96676058,gauge,1435,regular
96676058,railway,rail,regular
96676071,gauge,1435,regular
96676071,usage,industrial,regular
96676071,railway,rail,regular
96676071,service,spur,regular
96774790,highway,footway,regular
96774935,highway,footway,regular
96774945,highway,footway,regular
96907146,highway,footway,regular
96907157,highway,footway,regular
96907169,highway,service,regular
96907182,highway,footway,regular
96993491,bridge,yes,regular
96993491,source,Bing,regular
96993491,highway,footway,regular
97036948,building,yes,regular
97051187,highway,footway,regular
97278473,bicycle,yes,regular
97278473,foot,yes,regular
97278473,highway,cycleway,regular
97337371,highway,footway,regular
97337371,surface,unpaved,regular
97656803,highway,service,regular
97837224,building,yes,regular
97837257,building,yes,regular
97837277,building,yes,regular
97837292,building,yes,regular
97837302,building,yes,regular
98338289,highway,footway,regular
98562197,oneway,yes,regular
98562197,source,BC Government Openmaps,regular
98562197,highway,secondary_link,regular
98574942,source,BC Government Openmaps,regular
98574942,landuse,grass,regular
98661774,source,UBC Plant Ops 2011,regular
98661774,building,hut,regular
98661774,building_num,502,ubc
98661811,source,UBC Plant Ops 2011,regular
98661811,building,yes,regular
98661811,building_num,502,ubc
98662149,source,UBC Plant Ops 2011,regular
98662149,building,apartments,regular
98662149,building_num,501,ubc
98663096,source,UBC Plant Ops 2011,regular
98663096,building,apartments,regular
98663096,building_num,500,ubc
98663112,source,UBC Plant Ops 2011,regular
98663112,building,apartments,regular
98663112,building_num,500,ubc
98664692,source,BC Government Openmaps,regular
98664692,barrier,hedge,regular
98675527,name,South Campus Warehouse,regular
98675527,source,UBC Plant Ops 2011,regular
98675527,building,yes,regular
98675527,building_num,638,ubc
98675537,name,NRC Institute For Fuel Cell Innovation,regular
98675537,source,UBC Plant Ops 2011,regular
98675537,website,http://www.nrc-cnrc.gc.ca/eng/ibp/ifci.html,regular
98675537,building,yes,regular
98675537,building_num,591,ubc
98678761,name,TRIUMF - Meson Hall Service Annex,regular
98678761,source,UBC Plant Ops 2011,regular
98678761,building,yes,regular
98678761,building_num,853,ubc
98678920,ref,Plant Ops Hut X,regular
98678920,source,UBC Plant Ops 2011,regular
98678920,building,yes,regular
98683148,source,UBC Plant Ops 2011,regular
98683148,building,yes,regular
98683148,building_num,926,ubc
